L,4,8,16.7
H,14,18,9.5
Day,Hour,Min,Cnt/min
1,0,0,          
1,0,1,          
1,0,2,          
1,0,3,          
1,0,4,          
1,0,5,          
1,0,6,          
1,0,7,          
1,0,8,          
1,0,9,          
1,0,10,          
1,0,11,          
1,0,12,          
1,0,13,          
1,0,14,          
1,0,15,          
1,0,16,          
1,0,17,          
1,0,18,          
1,0,19,          
1,0,20,          
1,0,21,          
1,0,22,          
1,0,23,          
1,0,24,          
1,0,25,          
1,0,26,          
1,0,27,          
1,0,28,          
1,0,29,          
1,0,30,          
1,0,31,          
1,0,32,          
1,0,33,          
1,0,34,          
1,0,35,          
1,0,36,          
1,0,37,          
1,0,38,          
1,0,39,          
1,0,40,          
1,0,41,          
1,0,42,          
1,0,43,          
1,0,44,          
1,0,45,          
1,0,46,          
1,0,47,          
1,0,48,          
1,0,49,          
1,0,50,          
1,0,51,          
1,0,52,          
1,0,53,          
1,0,54,          
1,0,55,          
1,0,56,          
1,0,57,          
1,0,58,          
1,0,59,          
1,1,0,          
1,1,1,          
1,1,2,          
1,1,3,          
1,1,4,          
1,1,5,          
1,1,6,          
1,1,7,          
1,1,8,          
1,1,9,          
1,1,10,          
1,1,11,          
1,1,12,          
1,1,13,          
1,1,14,          
1,1,15,          
1,1,16,          
1,1,17,          
1,1,18,          
1,1,19,          
1,1,20,          
1,1,21,          
1,1,22,          
1,1,23,          
1,1,24,          
1,1,25,          
1,1,26,          
1,1,27,          
1,1,28,          
1,1,29,          
1,1,30,          
1,1,31,          
1,1,32,          
1,1,33,          
1,1,34,          
1,1,35,          
1,1,36,          
1,1,37,          
1,1,38,          
1,1,39,          
1,1,40,          
1,1,41,          
1,1,42,          
1,1,43,          
1,1,44,          
1,1,45,          
1,1,46,          
1,1,47,          
1,1,48,          
1,1,49,          
1,1,50,          
1,1,51,          
1,1,52,          
1,1,53,          
1,1,54,          
1,1,55,          
1,1,56,          
1,1,57,          
1,1,58,          
1,1,59,          
1,2,0,          
1,2,1,          
1,2,2,          
1,2,3,          
1,2,4,          
1,2,5,          
1,2,6,          
1,2,7,          
1,2,8,          
1,2,9,          
1,2,10,          
1,2,11,          
1,2,12,          
1,2,13,          
1,2,14,          
1,2,15,          
1,2,16,          
1,2,17,          
1,2,18,          
1,2,19,          
1,2,20,          
1,2,21,          
1,2,22,          
1,2,23,          
1,2,24,          
1,2,25,          
1,2,26,          
1,2,27,          
1,2,28,          
1,2,29,          
1,2,30,          
1,2,31,          
1,2,32,          
1,2,33,          
1,2,34,          
1,2,35,          
1,2,36,          
1,2,37,          
1,2,38,          
1,2,39,          
1,2,40,          
1,2,41,          
1,2,42,          
1,2,43,          
1,2,44,          
1,2,45,          
1,2,46,          
1,2,47,          
1,2,48,          
1,2,49,          
1,2,50,          
1,2,51,          
1,2,52,          
1,2,53,          
1,2,54,          
1,2,55,          
1,2,56,          
1,2,57,          
1,2,58,          
1,2,59,          
1,3,0,          
1,3,1,          
1,3,2,          
1,3,3,          
1,3,4,          
1,3,5,          
1,3,6,          
1,3,7,          
1,3,8,          
1,3,9,          
1,3,10,          
1,3,11,          
1,3,12,          
1,3,13,          
1,3,14,          
1,3,15,          
1,3,16,          
1,3,17,          
1,3,18,          
1,3,19,          
1,3,20,          
1,3,21,          
1,3,22,          
1,3,23,          
1,3,24,          
1,3,25,          
1,3,26,          
1,3,27,          
1,3,28,          
1,3,29,          
1,3,30,          
1,3,31,          
1,3,32,          
1,3,33,          
1,3,34,          
1,3,35,          
1,3,36,          
1,3,37,          
1,3,38,          
1,3,39,          
1,3,40,          
1,3,41,          
1,3,42,          
1,3,43,          
1,3,44,          
1,3,45,          
1,3,46,          
1,3,47,          
1,3,48,          
1,3,49,          
1,3,50,          
1,3,51,          
1,3,52,          
1,3,53,          
1,3,54,          
1,3,55,          
1,3,56,          
1,3,57,          
1,3,58,          
1,3,59,          
1,4,0,          
1,4,1,          
1,4,2,          
1,4,3,          
1,4,4,          
1,4,5,          
1,4,6,          
1,4,7,          
1,4,8,          
1,4,9,          
1,4,10,          
1,4,11,          
1,4,12,          
1,4,13,          
1,4,14,          
1,4,15,          
1,4,16,          
1,4,17,          
1,4,18,          
1,4,19,          
1,4,20,          
1,4,21,          
1,4,22,          
1,4,23,          
1,4,24,          
1,4,25,          
1,4,26,          
1,4,27,          
1,4,28,          
1,4,29,          
1,4,30,          
1,4,31,          
1,4,32,          
1,4,33,          
1,4,34,          
1,4,35,          
1,4,36,          
1,4,37,          
1,4,38,          
1,4,39,          
1,4,40,          
1,4,41,          
1,4,42,          
1,4,43,          
1,4,44,          
1,4,45,          
1,4,46,          
1,4,47,          
1,4,48,          
1,4,49,          
1,4,50,          
1,4,51,          
1,4,52,          
1,4,53,          
1,4,54,          
1,4,55,          
1,4,56,          
1,4,57,          
1,4,58,          
1,4,59,          
1,5,0,          
1,5,1,          
1,5,2,          
1,5,3,          
1,5,4,          
1,5,5,          
1,5,6,          
1,5,7,          
1,5,8,          
1,5,9,          
1,5,10,          
1,5,11,          
1,5,12,          
1,5,13,          
1,5,14,          
1,5,15,          
1,5,16,          
1,5,17,          
1,5,18,          
1,5,19,          
1,5,20,          
1,5,21,          
1,5,22,          
1,5,23,          
1,5,24,          
1,5,25,          
1,5,26,          
1,5,27,          
1,5,28,          
1,5,29,          
1,5,30,          
1,5,31,          
1,5,32,          
1,5,33,          
1,5,34,          
1,5,35,          
1,5,36,          
1,5,37,          
1,5,38,          
1,5,39,          
1,5,40,          
1,5,41,          
1,5,42,          
1,5,43,          
1,5,44,          
1,5,45,          
1,5,46,          
1,5,47,          
1,5,48,          
1,5,49,          
1,5,50,          
1,5,51,          
1,5,52,          
1,5,53,          
1,5,54,          
1,5,55,          
1,5,56,          
1,5,57,          
1,5,58,          
1,5,59,          
1,6,0,          
1,6,1,          
1,6,2,          
1,6,3,          
1,6,4,          
1,6,5,          
1,6,6,          
1,6,7,          
1,6,8,          
1,6,9,          
1,6,10,          
1,6,11,          
1,6,12,          
1,6,13,          
1,6,14,          
1,6,15,          
1,6,16,          
1,6,17,          
1,6,18,          
1,6,19,          
1,6,20,          
1,6,21,          
1,6,22,          
1,6,23,          
1,6,24,          
1,6,25,          
1,6,26,          
1,6,27,          
1,6,28,          
1,6,29,          
1,6,30,          
1,6,31,          
1,6,32,          
1,6,33,          
1,6,34,          
1,6,35,          
1,6,36,          
1,6,37,          
1,6,38,          
1,6,39,          
1,6,40,          
1,6,41,          
1,6,42,          
1,6,43,          
1,6,44,          
1,6,45,          
1,6,46,          
1,6,47,          
1,6,48,          
1,6,49,          
1,6,50,          
1,6,51,          
1,6,52,          
1,6,53,          
1,6,54,          
1,6,55,          
1,6,56,          
1,6,57,          
1,6,58,          
1,6,59,          
1,7,0,          
1,7,1,          
1,7,2,          
1,7,3,          
1,7,4,          
1,7,5,          
1,7,6,          
1,7,7,          
1,7,8,          
1,7,9,          
1,7,10,          
1,7,11,          
1,7,12,          
1,7,13,          
1,7,14,          
1,7,15,          
1,7,16,          
1,7,17,          
1,7,18,          
1,7,19,          
1,7,20,          
1,7,21,          
1,7,22,          
1,7,23,          
1,7,24,          
1,7,25,          
1,7,26,          
1,7,27,          
1,7,28,          
1,7,29,          
1,7,30,          
1,7,31,          
1,7,32,          
1,7,33,          
1,7,34,          
1,7,35,          
1,7,36,          
1,7,37,          
1,7,38,          
1,7,39,          
1,7,40,          
1,7,41,          
1,7,42,          
1,7,43,          
1,7,44,          
1,7,45,          
1,7,46,          
1,7,47,          
1,7,48,          
1,7,49,          
1,7,50,          
1,7,51,          
1,7,52,          
1,7,53,          
1,7,54,          
1,7,55,          
1,7,56,          
1,7,57,          
1,7,58,          
1,7,59,          
1,8,0,          
1,8,1,          
1,8,2,          
1,8,3,          
1,8,4,          
1,8,5,          
1,8,6,          
1,8,7,          
1,8,8,          
1,8,9,          
1,8,10,          
1,8,11,          
1,8,12,          
1,8,13,          
1,8,14,          
1,8,15,          
1,8,16,          
1,8,17,          
1,8,18,          
1,8,19,          
1,8,20,          
1,8,21,          
1,8,22,          
1,8,23,          
1,8,24,          
1,8,25,          
1,8,26,          
1,8,27,          
1,8,28,          
1,8,29,          
1,8,30,          
1,8,31,          
1,8,32,          
1,8,33,          
1,8,34,          
1,8,35,          
1,8,36,          
1,8,37,          
1,8,38,          
1,8,39,          
1,8,40,          
1,8,41,          
1,8,42,          
1,8,43,          
1,8,44,          
1,8,45,          
1,8,46,          
1,8,47,          
1,8,48,          
1,8,49,          
1,8,50,          
1,8,51,          
1,8,52,          
1,8,53,          
1,8,54,          
1,8,55,          
1,8,56,          
1,8,57,          
1,8,58,          
1,8,59,          
1,9,0,          
1,9,1,          
1,9,2,          
1,9,3,          
1,9,4,          
1,9,5,          
1,9,6,          
1,9,7,          
1,9,8,          
1,9,9,          
1,9,10,          
1,9,11,          
1,9,12,          
1,9,13,          
1,9,14,          
1,9,15,          
1,9,16,          
1,9,17,          
1,9,18,          
1,9,19,          
1,9,20,          
1,9,21,          
1,9,22,          
1,9,23,          
1,9,24,          
1,9,25,          
1,9,26,          
1,9,27,          
1,9,28,          
1,9,29,          
1,9,30,          
1,9,31,          
1,9,32,          
1,9,33,          
1,9,34,          
1,9,35,          
1,9,36,          
1,9,37,          
1,9,38,          
1,9,39,          
1,9,40,          
1,9,41,          
1,9,42,          
1,9,43,          
1,9,44,          
1,9,45,          
1,9,46,          
1,9,47,          
1,9,48,          
1,9,49,          
1,9,50,          
1,9,51,          
1,9,52,          
1,9,53,          
1,9,54,          
1,9,55,          
1,9,56,          
1,9,57,          
1,9,58,          
1,9,59,          
1,10,0,          
1,10,1,          
1,10,2,          
1,10,3,          
1,10,4,          
1,10,5,          
1,10,6,          
1,10,7,          
1,10,8,          
1,10,9,          
1,10,10,          
1,10,11,          
1,10,12,          
1,10,13,          
1,10,14,          
1,10,15,          
1,10,16,          
1,10,17,          
1,10,18,          
1,10,19,          
1,10,20,          
1,10,21,          
1,10,22,          
1,10,23,          
1,10,24,          
1,10,25,          
1,10,26,          
1,10,27,          
1,10,28,          
1,10,29,          
1,10,30,          
1,10,31,          
1,10,32,          
1,10,33,          
1,10,34,          
1,10,35,          
1,10,36,          
1,10,37,          
1,10,38,          
1,10,39,          
1,10,40,          
1,10,41,          
1,10,42,          
1,10,43,          
1,10,44,          
1,10,45,          
1,10,46,          
1,10,47,          
1,10,48,          
1,10,49,          
1,10,50,          
1,10,51,          
1,10,52,          
1,10,53,          
1,10,54,          
1,10,55,          
1,10,56,          
1,10,57,          
1,10,58,          
1,10,59,          
1,11,0,          
1,11,1,          
1,11,2,          
1,11,3,          
1,11,4,          
1,11,5,          
1,11,6,          
1,11,7,          
1,11,8,          
1,11,9,          
1,11,10,          
1,11,11,          
1,11,12,          
1,11,13,          
1,11,14,          
1,11,15,          
1,11,16,          
1,11,17,          
1,11,18,          
1,11,19,          
1,11,20,          
1,11,21,          
1,11,22,          
1,11,23,          
1,11,24,          
1,11,25,          
1,11,26,          
1,11,27,          
1,11,28,          
1,11,29,          
1,11,30,          
1,11,31,          
1,11,32,          
1,11,33,          
1,11,34,          
1,11,35,          
1,11,36,          
1,11,37,          
1,11,38,          
1,11,39,          
1,11,40,          
1,11,41,          
1,11,42,          
1,11,43,          
1,11,44,          
1,11,45,          
1,11,46,          
1,11,47,          
1,11,48,          
1,11,49,          
1,11,50,          
1,11,51,          
1,11,52,          
1,11,53,          
1,11,54,          
